happiness_score,cluster,avg_cluster_happiness_score,freedom,govt_trust,economic_status,social_support,life_expectancy,generosity
7.587,1,6.939159999999999,1.369376541229348,2.5918397400527766,0.771453656170422,0.8769876057664993,1.40322583275368,0.9172686355514424
7.561,1,6.939159999999999,1.1219382167476466,0.1105900502002716,0.5530045585702238,1.038995946686042,1.4328640894869882,2.1510315007840486
7.527,1,6.939159999999999,1.2556886624134311,3.1610152961479754,0.6058922348313243,0.9112586009610176,1.1237794121253453,1.307812276344498
7.522,1,6.939159999999999,1.3961266303625048,2.102704496533466,0.9140204356568674,0.8177922504305118,1.1661197788872144,1.3610682273617325
7.427,1,6.939159999999999,1.1486883058808035,1.7914366142939044,0.6081916990165898,0.7928678902890436,1.255034549087139,2.346303321180576
7.406,1,6.939159999999999,1.2088760064304065,2.538479531668852,0.5254109883470408,0.7772901652006263,1.183055925591962,0.3580811498704773
7.378,1,6.939159999999999,1.0350004270648867,1.6847161975260547,0.6150900915723853,0.6588994545286522,1.1999920722967097,2.50607117423228
7.364,1,6.939159999999999,1.329251407529613,2.751920365204551,0.6219884841281812,0.6869393596878036,1.2762047324680736,1.503084096741025
7.286,1,6.939159999999999,1.188813439580539,2.671880052628664,0.4334324209364309,0.7835212552359934,1.263502622439513,2.4971951823960743
7.284,1,6.939159999999999,1.2690637069800097,2.0226641839575783,0.6265874124987117,0.7492502600414742,1.3651195026679983,2.1510315007840486
7.278,0,5.683362068965517,-0.3225665964428255,-0.449692137830939,0.3851436730458609,0.4844289335383746,1.2889068424966343,1.2279283498186455
7.226,0,5.683362068965517,1.155375828164093,-0.2006778320392898,-0.2426100495315514,0.5280465637859441,1.060268861982542,0.544476978430799
7.2,1,6.939159999999999,1.0885006053312003,0.5196849811436955,0.6334858050545072,0.7118637198292719,1.1872899622681488,1.2190523579824395
7.187,0,5.683362068965517,0.1388724411041308,0.7509125508073698,-0.0931448774893105,-0.4782744769258347,0.8655031748779448,-0.4673860908966622
7.119,1,6.939159999999999,0.5668738672346415,0.2706706753520463,0.7668547277998916,0.5560864689450961,1.0687369353349156,1.8403717865168456
6.983,0,5.683362068965517,0.1923726193704447,0.4129645643758458,-0.1851234448999202,0.5124688386975267,0.3701208837640787,-0.4230061317156332
6.946,1,6.939159999999999,1.0350004270648867,2.218318281365303,1.1554641751097183,0.4719667534676405,1.3100770258775687,0.7663767743359441
6.94,1,6.939159999999999,1.048375471631465,1.409021787542443,0.6311863408692422,0.936182961102486,1.208460145649083,2.355179313016782
6.937,1,6.939159999999999,0.8209997139996313,0.8576329675752197,0.5668013436818153,0.6775927246347534,1.216928219001457,0.2515692478360076
6.901,1,6.939159999999999,1.2088760064304065,2.289465225877203,0.8404375817283796,0.1791055218053888,0.8443329914970108,0.6243609049566512
6.867,1,6.939159999999999,0.901249981399102,1.7113963017180172,0.4702238479006749,0.6744771796170695,1.2677366591156998,2.88773882318913
6.81,0,5.683362068965517,-0.2155662399101978,-0.1562109917193523,-0.0402572012282096,0.5841263741042475,0.4717377639925642,-1.2040934133017434
6.798,1,6.939159999999999,0.5468113003847738,3.232162240659876,1.0588866793285778,-0.1511422500690645,1.7588849135533786,1.0415325212583235
6.786,0,5.683362068965517,0.5401237781014846,-0.3162916168711269,0.0057320824770953,0.4034247630786028,0.7935245513827681,0.4468410682325351
6.75,1,6.939159999999999,1.028312904781597,0.7953793911273073,0.6127906273871202,0.7180948098646389,1.1957580356205226,0.7841287580083552
6.67,0,5.683362068965517,-0.135315972510727,0.0038696334324221,0.1046090424435007,0.1728744317700224,1.0560348253063552,1.2456803334910571
6.575,0,5.683362068965517,0.5936239563677984,0.6886589743594576,0.4978174181238578,0.5965885541749817,1.4243960161346143,-0.6271539439483665
6.574,0,5.683362068965517,-0.075128271961124,-0.3874385613830267,-0.0172625593755571,0.5592020139627792,0.7511841846208992,-0.6981618786380128
6.505,0,5.683362068965517,0.0184970400049251,-0.9032539090943004,0.2701704637825985,0.428349123220071,0.9967583118397384,-0.7691698133276593
6.485,1,6.939159999999999,0.954750159665416,1.0443936969189564,0.0011331541065648,0.437695758273122,0.8570351015255715,0.3403291661980657
6.477,0,5.683362068965517,0.4933111221184599,-0.6898130755586009,-0.3276902243863653,0.5342776538213111,0.3447166637069573,-0.0857184419398128
6.455,1,6.939159999999999,0.6404366123508229,-0.8587870687743628,-0.2173159434936337,0.612166279263399,0.5437163874877413,3.39367035785286
6.411,0,5.683362068965517,-1.0113813916216152,1.7469697739739671,0.7668547277998916,0.0482526310626812,0.4675037273163772,-0.5028900582414852
6.329,0,5.683362068965517,-0.0082530491282317,-0.5741992907267637,0.3874431372311259,0.7648279851298921,1.4667363828964832,-0.1034704256122244
6.302,1,6.939159999999999,0.954750159665416,0.0661232098803345,0.3345554609700255,0.7274414449176898,1.174587852239588,2.878862831352924
6.298,0,5.683362068965517,-0.4295669529754527,-0.4230120336389766,0.5277104525323059,0.023328270921213,1.1237794121253453,0.5356009865945932
6.13,0,5.683362068965517,-0.3827542969924281,-0.0939574152714401,-0.6818077089172133,-0.1355645249806472,0.2854401502403413,-0.7691698133276593
6.123,0,5.683362068965517,0.7741870580166068,-0.2985048807431519,-0.725497528437253,-0.0763691696446598,0.1457169399261738,0.7219968151549151
6.003,1,6.939159999999999,1.315876362963034,1.59578251688618,-0.987636445557491,0.845832155589664,-0.0490487471784233,0.3048251988532424
5.995,0,5.683362068965517,-0.9578812133553012,-0.8410003326463878,0.247175821929946,0.6277440043518169,0.759652257973273,-0.2188583194828996
5.987,0,5.683362068965517,0.23249775307018,0.4663247727597707,0.4817211688270008,0.5872419191219307,1.6149276665630246,-0.7691698133276593
5.984,0,5.683362068965517,-0.8642559013892521,-0.4407987697669515,0.4219351000101049,-0.3443060411654433,1.504842712982165,-0.0679664582674011
5.975,0,5.683362068965517,0.1656225302372878,0.4663247727597707,-0.454160754575954,-0.2165686954404186,0.7681203313256467,-0.6981618786380128
5.96,1,6.939159999999999,-0.0416906605446778,1.577995780758205,0.6035927706460592,0.4595045733969063,0.5818227175734234,-0.1744783603018708
5.948,0,5.683362068965517,-1.3323824612194977,-0.8854671729663253,0.4357318851216959,0.4034247630786028,1.4582683095441096,0.3048251988532424
5.89,2,4.438291666666667,0.7541244911667391,-0.3607584571910643,-0.8749627004794939,-0.2819951408117728,-0.2988569110734496,0.1006773866205088
5.889,2,4.438291666666667,-0.891005990522409,-1.0010809577981623,-1.0750160845975705,-0.1667199751574825,0.0356319863453145,0.1450573458015379
5.878,0,5.683362068965517,0.5200612112516169,-0.4141186655749891,-0.6933050298435395,0.73678807997074,0.217695563421351,1.3166882681807035
5.855,0,5.683362068965517,0.3662481987359646,-0.3874385613830267,0.1414004694077446,0.1666433417346553,0.1457169399261738,-0.6715339031293955
5.848,0,5.683362068965517,0.988187771081862,-0.805426860390438,0.28396724889419,0.6402061844225511,1.1153113387729716,0.5267249947583874
5.833,0,5.683362068965517,-1.6600710531006695,-1.0544411661820874,0.1965876098541106,0.5872419191219307,0.5140781307544331,-1.488125152060329
5.828,0,5.683362068965517,0.6270615677842445,0.5730451895276205,-1.0773155487828356,0.2289542420883252,0.5648865708686758,0.7486247906635325
5.824,0,5.683362068965517,-0.309191551876247,-0.6097727629827135,-0.371380043906405,-0.2913417758648233,0.5098440940782462,-0.38750216437081
5.791,0,5.683362068965517,0.466561032985303,-0.769853388134488,0.1482988619635401,0.6557839095109683,0.717311891211404,-0.2277343113191054
5.77,0,5.683362068965517,0.4598735107020138,-0.2095712001032773,0.1459993977782751,0.0046350008151118,0.4844398740211248,1.2190523579824395
5.759,0,5.683362068965517,-1.3524450280693654,-0.9299340132862628,0.0494219019971347,-0.8490243340301743,0.755418221297086,-1.2395973806465668
5.716,0,5.683362068965517,-0.6301926214741296,-0.8765738049023378,0.1758924321867231,0.5218154737505769,0.2515678568308461,-1.701148956129268
5.709,0,5.683362068965517,0.2859979313364938,-0.93882738135025,-0.5783318205802771,0.2569941472474774,0.3277805170022102,0.1628093294739495
5.689,0,5.683362068965517,-0.3626917301425608,-0.6008793949187261,0.3368549251552905,-0.5468164673148723,1.3312472092585033,0.9971525620772946
5.605,0,5.683362068965517,-1.1718819264205569,0.4040711963118583,-0.2817009406810606,0.0295593609565801,0.0356319863453145,-1.0265735765776274
5.589,2,4.438291666666667,-1.432695295468836,-0.7253865478145507,-0.5990269982476644,-0.7991756137472379,0.0906744631357441,0.793004749844561
5.477,0,5.683362068965517,0.6671867014839798,-0.4763722420229014,-0.1230379118977585,-0.260186325687988,0.4251633605545083,1.6273479824479065
5.474,1,6.939159999999999,0.901249981399102,2.156064704917391,0.7461595501325041,-0.0327515393970904,1.7080764734391358,1.7871158354996108
5.429,0,5.683362068965517,-0.0818157942444132,0.2084170989041339,0.2080849307804366,0.4968911136091087,0.6961417078304696,-0.9466896500517752
5.399,2,4.438291666666667,0.0318720845715036,-1.143374846821962,-0.5369414652455029,0.0575992661157315,0.1203127198690524,2.8522348558443067
5.36,0,5.683362068965517,0.8878749368325236,-0.2184645681672647,-0.987636445557491,-0.4876211119788853,0.5818227175734234,-0.2188583194828996
5.332,0,5.683362068965517,-1.5597582188513313,0.2528839392240714,-0.0011663100787006,-0.3816925813776456,0.51831216743062,-0.6271539439483665
5.286,2,4.438291666666667,-0.1754411062104624,-0.769853388134488,-1.3509517868294,0.2569941472474774,0.175355196659482,0.9438966110600596
5.268,2,4.438291666666667,-0.7906931562730707,-0.787640124262463,-0.9370482334816556,-0.5125454721203535,-1.903556811348281,0.6953688396462977
5.194,2,4.438291666666667,-2.275323103163278,-0.2095712001032773,-1.072716620412305,-2.0391625307852816,-0.400473791301935,1.2723083089996747
5.192,0,5.683362068965517,-0.3626917301425608,0.1283767863282466,-0.3667811155358745,-0.0452137194678245,0.3658868470878918,-0.7336658459828361
5.192,0,5.683362068965517,-1.8606967215993464,0.1283767863282466,-0.201219694196777,-0.5063143820849865,0.4886739106973117,-0.2898662541725461
5.14,0,5.683362068965517,0.3729357210192539,-0.8943605410303127,-0.3943746857590575,-0.3785770363599621,0.8782052849065055,-0.9910696092328042
5.129,2,4.438291666666667,0.1789975748038662,-0.0317038388235277,-1.360149643570461,-0.4751589319081512,-1.3150257133583034,0.0207934600946568
5.124,0,5.683362068965517,-0.7371929780067572,-1.0900146384380371,-0.0425566654134751,-0.5686252824386571,0.6749715244495351,-0.5028900582414852
5.123,0,5.683362068965517,-1.7403213205001402,-0.9121472771582876,-0.3230912960158348,-0.1822977002458998,0.5860567542496103,-0.0147105072501663
5.102,0,5.683362068965517,0.3595606764526754,-1.0455477981180998,0.2264806442625586,0.219607607035275,1.1237794121253453,-0.5028900582414852
5.098,0,5.683362068965517,-1.0983191813043751,-0.5830926587907511,0.1184058275550922,0.0856391712748836,0.4844398740211248,-0.1034704256122244
5.073,0,5.683362068965517,1.0951881276144897,-0.0494905749515027,-0.8197755600331281,-0.1044090748038119,-0.1210273706736005,0.5000970192497699
5.013,2,4.438291666666667,-0.2958165073096685,-0.3874385613830267,-0.7507916344751707,-1.3319338117711208,0.0017596929358193,-1.0798295275948624
5.007,0,5.683362068965517,-0.8441933345393845,-0.672026339430626,-0.3276902243863653,-0.207222060387368,0.5310142774591806,0.2693212315084192
4.959,0,5.683362068965517,-0.6970678443070218,-0.5741992907267637,-0.4196687917969753,-0.824099973888706,0.861269138201758,-0.4496341072242506
4.949,2,4.438291666666667,-2.4692612493786656,-1.1255881106939871,-0.5277436085044419,-0.4658122968551006,0.7681203313256467,0.4823450355773583
4.885,0,5.683362068965517,0.7741870580166068,0.1194834182642591,-0.3828773648327313,0.3224205926188311,0.2473338201546592,0.2071892886549785
4.874,0,5.683362068965517,-0.1687535839271732,-0.9032539090943004,-0.5369414652455029,0.724325899900006,-0.0278785637974888,1.2279283498186455
4.857,0,5.683362068965517,-2.569574083628004,-1.0188676939261374,0.2126838591509671,-0.4346568466782653,1.1534176688586537,-1.7189009398016797
4.839,0,5.683362068965517,-0.8174432454062276,-0.7342799158785382,-0.0816475565629841,-0.8365621539594402,0.9713540917826172,0.2249412723273901
4.8,0,5.683362068965517,-0.9378186465054336,-0.8943605410303127,0.1368015410372142,0.415886943149337,0.6326311576876661,-0.5827739847673374
