happiness_score,freedom,govt_trust,economic_status,social_support,life_expectancy,generosity,country,year,cluster,avg_happiness_score
6.411,-1.0113813916216152,1.7469697739739671,0.7668547277998916,0.0482526310626812,0.4675037273163772,-0.5028900582414852,Saudi Arabia,2015,0,5.683362068965517
6.329,-0.0082530491282317,-0.5741992907267637,0.3874431372311259,0.7648279851298921,1.4667363828964832,-0.1034704256122244,Spain,2015,0,5.683362068965517
6.298,-0.4295669529754527,-0.4230120336389766,0.5277104525323059,0.023328270921213,1.1237794121253453,0.5356009865945932,Taiwan,2015,0,5.683362068965517
6.13,-0.3827542969924281,-0.0939574152714401,-0.6818077089172133,-0.1355645249806472,0.2854401502403413,-0.7691698133276593,El Salvador,2015,0,5.683362068965517
6.123,0.7741870580166068,-0.2985048807431519,-0.725497528437253,-0.0763691696446598,0.1457169399261738,0.7219968151549151,Guatemala,2015,0,5.683362068965517
5.995,-0.9578812133553012,-0.8410003326463878,0.247175821929946,0.6277440043518169,0.759652257973273,-0.2188583194828996,Slovakia,2015,0,5.683362068965517
5.987,0.23249775307018,0.4663247727597707,0.4817211688270008,0.5872419191219307,1.6149276665630246,-0.7691698133276593,Japan,2015,0,5.683362068965517
5.984,-0.8642559013892521,-0.4407987697669515,0.4219351000101049,-0.3443060411654433,1.504842712982165,-0.0679664582674011,South Korea,2015,0,5.683362068965517
5.975,0.1656225302372878,0.4663247727597707,-0.454160754575954,-0.2165686954404186,0.7681203313256467,-0.6981618786380128,Ecuador,2015,0,5.683362068965517
5.948,-1.3323824612194977,-0.8854671729663253,0.4357318851216959,0.4034247630786028,1.4582683095441096,0.3048251988532424,Italy,2015,0,5.683362068965517
5.878,0.5200612112516169,-0.4141186655749891,-0.6933050298435395,0.73678807997074,0.217695563421351,1.3166882681807035,Paraguay,2015,0,5.683362068965517
5.855,0.3662481987359646,-0.3874385613830267,0.1414004694077446,0.1666433417346553,0.1457169399261738,-0.6715339031293955,Kazakhstan,2015,0,5.683362068965517
5.848,0.988187771081862,-0.805426860390438,0.28396724889419,0.6402061844225511,1.1153113387729716,0.5267249947583874,Slovenia,2015,0,5.683362068965517
5.833,-1.6600710531006695,-1.0544411661820874,0.1965876098541106,0.5872419191219307,0.5140781307544331,-1.488125152060329,Lithuania,2015,0,5.683362068965517
5.828,0.6270615677842445,0.5730451895276205,-1.0773155487828356,0.2289542420883252,0.5648865708686758,0.7486247906635325,Nicaragua,2015,0,5.683362068965517
5.824,-0.309191551876247,-0.6097727629827135,-0.371380043906405,-0.2913417758648233,0.5098440940782462,-0.38750216437081,Peru,2015,0,5.683362068965517
5.791,0.466561032985303,-0.769853388134488,0.1482988619635401,0.6557839095109683,0.717311891211404,-0.2277343113191054,Poland,2015,0,5.683362068965517
5.77,0.4598735107020138,-0.2095712001032773,0.1459993977782751,0.0046350008151118,0.4844398740211248,1.2190523579824395,Malaysia,2015,0,5.683362068965517
5.759,-1.3524450280693654,-0.9299340132862628,0.0494219019971347,-0.8490243340301743,0.755418221297086,-1.2395973806465668,Croatia,2015,0,5.683362068965517
5.716,-0.6301926214741296,-0.8765738049023378,0.1758924321867231,0.5218154737505769,0.2515678568308461,-1.701148956129268,Russia,2015,0,5.683362068965517
5.709,0.2859979313364938,-0.93882738135025,-0.5783318205802771,0.2569941472474774,0.3277805170022102,0.1628093294739495,Jamaica,2015,0,5.683362068965517
5.689,-0.3626917301425608,-0.6008793949187261,0.3368549251552905,-0.5468164673148723,1.3312472092585033,0.9971525620772946,Cyprus,2015,0,5.683362068965517
5.605,-1.1718819264205569,0.4040711963118583,-0.2817009406810606,0.0295593609565801,0.0356319863453145,-1.0265735765776274,Algeria,2015,0,5.683362068965517
5.477,0.6671867014839798,-0.4763722420229014,-0.1230379118977585,-0.260186325687988,0.4251633605545083,1.6273479824479065,Mauritius,2015,0,5.683362068965517
5.429,-0.0818157942444132,0.2084170989041339,0.2080849307804366,0.4968911136091087,0.6961417078304696,-0.9466896500517752,Estonia,2015,0,5.683362068965517
5.36,0.8878749368325236,-0.2184645681672647,-0.987636445557491,-0.4876211119788853,0.5818227175734234,-0.2188583194828996,Vietnam,2015,0,5.683362068965517
5.332,-1.5597582188513313,0.2528839392240714,-0.0011663100787006,-0.3816925813776456,0.51831216743062,-0.6271539439483665,Turkey,2015,0,5.683362068965517
5.192,-0.3626917301425608,0.1283767863282466,-0.3667811155358745,-0.0452137194678245,0.3658868470878918,-0.7336658459828361,Jordan,2015,0,5.683362068965517
5.192,-1.8606967215993464,0.1283767863282466,-0.201219694196777,-0.5063143820849865,0.4886739106973117,-0.2898662541725461,Montenegro,2015,0,5.683362068965517
5.14,0.3729357210192539,-0.8943605410303127,-0.3943746857590575,-0.3785770363599621,0.8782052849065055,-0.9910696092328042,China,2015,0,5.683362068965517
5.124,-0.7371929780067572,-1.0900146384380371,-0.0425566654134751,-0.5686252824386571,0.6749715244495351,-0.5028900582414852,Romania,2015,0,5.683362068965517
5.123,-1.7403213205001402,-0.9121472771582876,-0.3230912960158348,-0.1822977002458998,0.5860567542496103,-0.0147105072501663,Serbia,2015,0,5.683362068965517
5.102,0.3595606764526754,-1.0455477981180998,0.2264806442625586,0.219607607035275,1.1237794121253453,-0.5028900582414852,Portugal,2015,0,5.683362068965517
5.098,-1.0983191813043751,-0.5830926587907511,0.1184058275550922,0.0856391712748836,0.4844398740211248,-0.1034704256122244,Latvia,2015,0,5.683362068965517
5.073,1.0951881276144897,-0.0494905749515027,-0.8197755600331281,-0.1044090748038119,-0.1210273706736005,0.5000970192497699,Philippines,2015,0,5.683362068965517
5.007,-0.8441933345393845,-0.672026339430626,-0.3276902243863653,-0.207222060387368,0.5310142774591806,0.2693212315084192,Macedonia,2015,0,5.683362068965517
4.959,-0.6970678443070218,-0.5741992907267637,-0.4196687917969753,-0.824099973888706,0.861269138201758,-0.4496341072242506,Albania,2015,0,5.683362068965517
4.885,0.7741870580166068,0.1194834182642591,-0.3828773648327313,0.3224205926188311,0.2473338201546592,0.2071892886549785,Dominican Republic,2015,0,5.683362068965517
4.874,-0.1687535839271732,-0.9032539090943004,-0.5369414652455029,0.724325899900006,-0.0278785637974888,1.2279283498186455,Mongolia,2015,0,5.683362068965517
4.857,-2.569574083628004,-1.0188676939261374,0.2126838591509671,-0.4346568466782653,1.1534176688586537,-1.7189009398016797,Greece,2015,0,5.683362068965517
4.839,-0.8174432454062276,-0.7342799158785382,-0.0816475565629841,-0.8365621539594402,0.9713540917826172,0.2249412723273901,Lebanon,2015,0,5.683362068965517
4.8,-0.9378186465054336,-0.8943605410303127,0.1368015410372142,0.415886943149337,0.6326311576876661,-0.5827739847673374,Hungary,2015,0,5.683362068965517
4.681,-1.4059452063356792,-0.8765738049023378,-0.6036259266181948,0.4190024881670208,0.2727380402117806,-0.3608741888621926,Ukraine,2015,0,5.683362068965517
4.35,-1.760383887350008,-0.7965334923264504,-0.6749093163614175,-0.9082196893661614,0.5098440940782462,-1.0176975847414216,Armenia,2015,0,5.683362068965517
4.271,0.5066861666850384,-0.3251849849351144,-0.5208452159486462,-0.1542577950867484,0.4166952872021345,1.902503729370286,Sri Lanka,2015,0,5.683362068965517
4.218,-1.038131480754772,-1.0633345342460747,-0.1138400551566975,0.1167946214517189,0.6622694144209744,-0.6626579112931897,Bulgaria,2015,0,5.683362068965517
3.896,-0.951193691072012,-0.1562109917193523,-0.0034657742639656,-0.50942992710267,-0.7434307620730732,-1.1153334949396854,Gabon,2015,0,5.683362068965517
5.89,0.7541244911667391,-0.3607584571910643,-0.8749627004794939,-0.2819951408117728,-0.2988569110734496,0.1006773866205088,Bolivia,2015,2,4.438291666666667
5.889,-0.891005990522409,-1.0010809577981623,-1.0750160845975705,-0.1667199751574825,0.0356319863453145,0.1450573458015379,Moldova,2015,2,4.438291666666667
5.589,-1.432695295468836,-0.7253865478145507,-0.5990269982476644,-0.7991756137472379,0.0906744631357441,0.793004749844561,Kosovo,2015,2,4.438291666666667
5.399,0.0318720845715036,-1.143374846821962,-0.5369414652455029,0.0575992661157315,0.1203127198690524,2.8522348558443067,Indonesia,2015,2,4.438291666666667
5.286,-0.1754411062104624,-0.769853388134488,-1.3509517868294,0.2569941472474774,0.175355196659482,0.9438966110600596,Kyrgyzstan,2015,2,4.438291666666667
5.268,-0.7906931562730707,-0.787640124262463,-0.9370482334816556,-0.5125454721203535,-1.903556811348281,0.6953688396462977,Nigeria,2015,2,4.438291666666667
5.194,-2.275323103163278,-0.2095712001032773,-1.072716620412305,-2.0391625307852816,-0.400473791301935,1.2723083089996747,Pakistan,2015,2,4.438291666666667
5.129,0.1789975748038662,-0.0317038388235277,-1.360149643570461,-0.4751589319081512,-1.3150257133583034,0.0207934600946568,Zambia,2015,2,4.438291666666667
5.013,-0.2958165073096685,-0.3874385613830267,-0.7507916344751707,-1.3319338117711208,0.0017596929358193,-1.0798295275948624,Morocco,2015,2,4.438291666666667
4.949,-2.4692612493786656,-1.1255881106939871,-0.5277436085044419,-0.4658122968551006,0.7681203313256467,0.4823450355773583,Bosnia and Herzegovina,2015,2,4.438291666666667
4.788,-0.4028168638422958,-0.5386258184708137,-1.072716620412305,-0.359883766253861,0.3616528104117049,0.322577182525654,Honduras,2015,2,4.438291666666667
4.786,0.0719972182712386,0.1995237308401465,-1.5441067783916804,-0.662091632969163,-0.1506656274069088,0.322577182525654,Tajikistan,2015,2,4.438291666666667
4.739,-1.3256949389362085,-0.5741992907267637,-0.4150698634264448,-1.4472089774254115,0.5437163874877413,-1.1508374622845086,Tunisia,2015,2,4.438291666666667
4.715,-1.446070340035415,0.0038696334324221,-1.0635187636712442,-0.4440034817313159,0.213461526745164,-0.7159138623104244,Palestine,2015,2,4.438291666666667
4.694,-0.3560042078592716,-0.0228104707595402,-1.5257110649095584,-1.9861982654846613,-0.0321126004736757,0.1628093294739495,Bangladesh,2015,2,4.438291666666667
4.686,-1.0782566144545074,-0.6186661310467011,-0.1207384477124935,-1.6341416784864229,0.3743549204402656,1.6628519497927297,Iran,2015,2,4.438291666666667
4.677,-3.084513299441274,0.0839099460083094,-0.1759255881588592,-0.7773667986234535,-0.0321126004736757,-0.1300984011208418,Iraq,2015,2,4.438291666666667
4.642,-0.8642559013892521,-0.3518650891270768,-0.3253907602011001,0.3629226778487173,-1.408174520234415,-0.6537819194569839,South Africa,2015,2,4.438291666666667
4.633,-0.2556913736099331,-0.7520666520065131,-1.185390365490302,-1.2104275560814632,-0.8831539723872406,0.3314531743618598,Ghana,2015,2,4.438291666666667
4.61,-1.3524450280693654,-0.4230120336389766,-1.8177430164382449,-0.110640164839179,-1.1626003930155753,-0.0324624909225779,Zimbabwe,2015,2,4.438291666666667
4.571,-1.1785694487038458,-0.5919860268547387,-2.277635853491294,-0.8677176041362755,-1.132962136282267,0.4468410682325351,Liberia,2015,2,4.438291666666667
4.565,-0.4228794306921635,-0.3874385613830267,-0.9577434111490428,-2.1388599713511542,-0.400473791301935,0.633236896792857,India,2015,2,4.438291666666667
4.514,-0.523192264941502,-0.6186661310467011,-1.6130907039496378,-0.6371672728276947,-0.1718358107878432,1.148044423292793,Nepal,2015,2,4.438291666666667
4.512,-0.1821286284937516,0.190630362776159,-2.001700151259464,-1.4472089774254115,-0.713792505339765,0.4379650763963293,Ethiopia,2015,2,4.438291666666667
4.507,-0.3560042078592716,-0.3607584571910643,-1.682074629507595,-0.3505371312008104,-2.581002679538184,0.1894373049825669,Sierra Leone,2015,2,4.438291666666667
4.436,-1.4661329068852822,0.4129645643758458,-1.396941070534705,-0.6215895477392771,-1.06098351278709,0.2249412723273901,Mauritania,2015,2,4.438291666666667
4.419,-0.2623788958932224,-0.6275594991106885,-1.6015933830233116,-0.2165686954404186,-0.8281114955968112,1.6095959987754949,Kenya,2015,2,4.438291666666667
4.332,0.2258102307868908,-0.0317038388235277,-0.155230410491472,0.113679076434035,-2.377768919081213,-0.7869217970000709,Botswana,2015,2,4.438291666666667
4.307,-0.1420034947940163,0.5463650853356581,-1.8177430164382449,-1.1200767505686413,-0.5401970016161026,5.346388561818136,Myanmar,2015,2,4.438291666666667
4.297,-0.3693792524258497,2.2627851216852406,-0.734695385178314,-2.12639779128042,0.5056100574020593,-1.230721388810361,Georgia,2015,2,4.438291666666667
4.292,-0.2021911953436193,-0.5208390823428387,-2.4041063836808823,-2.048509165838332,-1.6241103907199466,1.2190523579824395,Malawi,2015,2,4.438291666666667
4.252,0.2124351862203123,-0.6275594991106885,-1.470523924463193,-0.56239419240329,-1.5902380973104513,0.1095533784567147,Cameroon,2015,2,4.438291666666667
4.194,-1.9275719444322383,-0.5830926587907511,-0.4127703992411795,-1.0016860398966672,0.0313979496691276,-0.7159138623104244,Egypt,2015,2,4.438291666666667
3.995,-0.4830671312417665,-0.0405972068875152,-1.8407376582908967,-0.1044090748038119,-1.7087911242436844,-0.0502144745949895,Mali,2015,2,4.438291666666667
3.989,-0.309191551876247,-0.1028507833354274,-0.8795616288500243,-1.2633918213820832,-1.2642172732440609,-0.6182779521121607,Congo (Brazzaville),2015,2,4.438291666666667
3.931,-0.0283156159780994,-0.4941589781508764,-1.95571086755416,0.2009143369291738,-1.1456642463108275,0.8640126845342075,Uganda,2015,2,4.438291666666667
3.904,-0.6235050991908403,-0.1917844639753023,-1.6015933830233116,-0.2882262308471398,-0.7391967253968864,0.1273053621291263,Senegal,2015,2,4.438291666666667
3.845,0.1054348296876847,0.2439905711600839,-2.2822347818618245,-0.9206818694368956,-1.3234937867106773,0.0030414764222452,Niger,2015,2,4.438291666666667
3.819,1.342626452096191,-0.5030523462148639,-1.3831442854231133,-1.3755514420186905,0.0059937296120062,1.8669997620254632,Cambodia,2015,2,4.438291666666667
3.781,-0.8843184682391199,-0.636452867174676,-1.7855505178445314,-0.2041065153696849,-0.9636006692347916,1.3344402518531149,Tanzania,2015,2,4.438291666666667
3.681,-1.8005090210497432,-0.4230120336389766,-1.9626092601099556,-1.2478140962936657,-0.6037075517589058,0.1716853213101553,Madagascar,2015,2,4.438291666666667
3.667,-1.5129455628683068,-0.672026339430626,-1.654481059284412,-0.9580684096490978,-1.94589717811015,-0.0857184419398128,Chad,2015,2,4.438291666666667
3.656,-0.5633173986412373,-0.0672773110794777,-2.0407910424089737,-1.8802697348834208,-1.56483387725333,0.8285087171893843,Guinea,2015,2,4.438291666666667
3.655,0.0519346514213709,0.4485380366317957,-1.3716469644967868,-0.9269129594722624,-1.9374291047577763,0.0740494111118917,Ivory Coast,2015,2,4.438291666666667
3.587,-0.4429419975420312,-0.0050237346315653,-1.847636050846693,-0.674553813039897,-1.4335787402915363,0.2071892886549785,Burkina Faso,2015,2,4.438291666666667
3.575,-1.519633085151596,-0.280718144615177,-1.7050692713602476,-2.384988027748153,-1.298089566653556,1.5208360804134369,Afghanistan,2015,2,4.438291666666667
3.34,0.1522474856707093,-0.4319054017029641,-1.780951589474001,-2.2260952318462928,-1.2303449798345656,-0.0945944337760186,Benin,2015,2,4.438291666666667
2.839,-0.643567666040708,-0.1917844639753023,-1.96030979592469,-2.8928218656305678,-1.378536263501107,-0.2366103031553112,Togo,2015,2,4.438291666666667
7.526,0.7875621025831853,2.814173941652464,0.8749295445073579,0.2974962324773629,0.7850564780303944,1.4942081049048193,Denmark,2016,1,7.0009999999999994
7.509,0.8343747585662098,2.5206927955408767,1.070384000254904,0.2383008771413761,1.0729709720111027,0.77525276617215,Switzerland,2016,1,7.0009999999999994
7.501,0.7006243129004253,0.190630362776159,0.8404375817283796,0.3566915878133502,1.0899071187158502,2.514947166068486,Iceland,2016,1,7.0009999999999994
7.498,0.901249981399102,2.0404509200855534,1.185357209518166,0.1822210668230726,0.7892905147065812,1.645099966120318,Norway,2016,1,7.0009999999999994
7.413,0.7340619243168715,2.5029060594129016,0.7921488338378091,0.2071454269645408,0.8528010648493847,0.544476978430799,Finland,2016,1,7.0009999999999994
7.404,0.7541244911667391,1.6402493572061172,0.8703306161368275,0.0856391712748836,0.9247796883445614,2.257543402818518,Canada,2016,1,7.0009999999999994
7.339,0.6069990009343769,1.5157422043102926,0.927817220768459,-0.1231023449099131,0.8570351015255715,2.4883191905598685,Netherlands,2016,1,7.0009999999999994
7.334,0.8009371471497637,2.5829463719887893,0.6886729455008732,0.325536137636515,0.937481798373122,2.665839027283985,New Zealand,2016,1,7.0009999999999994
7.313,0.7139993574670037,1.729183037845992,0.8795284728778885,0.113679076434035,1.02216253189686,2.4883191905598685,Australia,2016,1,7.0009999999999994
7.291,0.8076246694330529,2.4940126913489142,0.8979241863600105,0.0607148111334153,0.937481798373122,1.6806039334651413,Sweden,2016,1,7.0009999999999994
7.119,0.553498822668063,0.7509125508073698,0.8933252579894799,0.0482526310626812,0.8316308814684501,1.201300374310028,Austria,2016,1,7.0009999999999994
7.104,0.1388724411041308,0.1817369947121715,1.0266941807348644,-0.0639069895739257,0.717311891211404,1.9291317048789036,United States,2016,1,7.0009999999999994
6.994,0.4933111221184599,1.4001284194784551,0.8887263296189495,0.0918702613102506,0.8697372115541318,0.9882765702410888,Germany,2016,1,7.0009999999999994
6.929,0.3528731541693862,1.186687585942756,0.835838653357849,-0.0514448095031916,0.8909073949350662,0.4290890845601235,Belgium,2016,1,7.0009999999999994
6.907,0.5267487335349061,1.506848836246305,0.9692075761032334,0.2912651424419958,0.8697372115541318,2.2752953864909298,Ireland,2016,1,7.0009999999999994
6.871,0.5869364340845091,1.995984079765616,1.463592375935261,-0.0888313497153939,0.9967583118397384,0.7308728069911209,Luxembourg,2016,1,7.0009999999999994
6.739,0.1789975748038662,3.0365081432521506,1.344020238301468,-0.6247050927569606,1.4286300528108014,1.1835483906376163,Singapore,2016,1,7.0009999999999994
6.725,0.2592478422033369,1.293408002710606,0.7852504412820136,0.0575992661157315,0.8485670281731977,2.7368469619736318,United Kingdom,2016,1,7.0009999999999994
6.573,0.6738742237672691,2.0226641839575783,1.1784588169623706,-0.61535845770391,0.5098440940782462,0.6421128886290628,United Arab Emirates,2016,1,7.0009999999999994
6.488,0.5936239563677984,0.4218579324398332,0.5668013436818153,0.0949858063279338,0.8189287714398895,3.26940647214598,Malta,2016,1,7.0009999999999994
5.987,0.9815002487985728,1.373448315286493,-0.7484921702899054,0.309958412548097,-0.4555162680923647,1.3255642600169095,Uzbekistan,2016,1,7.0009999999999994
5.458,0.1321849188208416,1.6669294613980796,1.03359257329066,-0.6184740027215935,1.4540342728679223,1.8403717865168456,Hong Kong,2016,1,7.0009999999999994
7.267,-0.6502551883239972,-0.3696518252550518,0.6357852692397727,-0.2290308755111527,1.013694458544486,1.148044423292793,Israel,2016,0,5.967767441860465
7.087,0.6069990009343769,-0.2095712001032773,0.0172294034034213,-0.1449111600336975,0.64109923104004,0.2870732151808308,Costa Rica,2016,0,5.967767441860465
6.952,-0.3827542969924281,0.1194834182642591,0.0609192229234612,-0.0919468947330778,0.0186958396405669,-0.3164942296811635,Brazil,2016,0,5.967767441860465
6.778,-0.5633173986412373,0.4930048769517332,0.1230047559256227,-1.1013834804625402,0.4293973972306952,-0.6804098949656012,Mexico,2016,0,5.967767441860465
6.705,-0.556629876357948,-0.1206375194634024,0.3575501028226779,-0.5063143820849865,0.8866733582588793,1.0859124804393527,Chile,2016,0,5.967767441860465
6.701,0.1856850970871554,-0.3963319294470141,0.2793683205236595,-0.2477241456172539,0.4166952872021345,0.4290890845601235,Panama,2016,0,5.967767441860465
6.65,-0.2556913736099331,-0.4941589781508764,0.2057854665951716,-0.0078271792556222,0.3701208837640787,-0.7425418378190419,Argentina,2016,0,5.967767441860465
6.596,-0.3158790741595362,-0.787640124262463,0.5691008078670803,-0.1885287902812669,0.6538013410686005,-0.8401777480173056,Czech Republic,2016,0,5.967767441860465
6.545,0.553498822668063,0.7598059188713574,0.277068856338394,-0.1168712548745461,0.475971800668751,-0.1123464174484302,Uruguay,2016,0,5.967767441860465
6.481,-0.0951908388109917,-0.6631329713666385,-0.0724496998219231,-0.1449111600336975,-0.0532827838546102,-0.3342462133535751,Colombia,2016,0,5.967767441860465
6.478,0.0318720845715036,0.4396446685678082,0.7668547277998916,-0.1978754253343178,0.9671200551064304,-0.6360299357845723,France,2016,0,5.967767441860465
6.379,-0.5499423540746589,1.52463557237428,0.98530382540009,-0.6870159931106311,-0.0702189305593578,-0.3431222051897809,Saudi Arabia,2016,0,5.967767441860465
6.379,-0.917756079655566,-0.5564125545987887,0.771453656170422,-0.4440034817313159,0.7892905147065812,0.544476978430799,Taiwan,2016,0,5.967767441860465
6.361,-0.5766924432078158,-0.6008793949187261,0.6472825901660987,0.1884521568584397,1.140715558830093,-0.1478503847932534,Spain,2016,0,5.967767441860465
6.355,-1.6801336199505374,0.2973507795440088,-0.0195620235608226,-0.7337491683758841,0.0356319863453145,-1.0975815112672738,Algeria,2016,0,5.967767441860465
6.218,0.085372262837817,1.1511141136868064,0.8703306161368275,-0.3879236714130127,0.2007594167166034,-0.201106335810488,Bahrain,2016,0,5.967767441860465
6.084,-1.760383887350008,-0.4052252975110016,0.1666945754456621,-0.110640164839179,0.0398660230215014,-1.346109282681036,Venezuela,2016,0,5.967767441860465
6.078,-1.519633085151596,-0.8854671729663253,0.5024163464943884,0.0451370860449974,0.399759140497387,-0.4940140664052794,Slovakia,2016,0,5.967767441860465
6.068,-0.5900674877743942,-0.2006778320392898,-0.4311661127233015,-0.8054067037826049,-0.0575168205307971,-0.9289376663793636,El Salvador,2016,0,5.967767441860465
5.977,-1.8272591101829,-0.9121472771582876,0.6748761603892817,-0.0826002596800269,1.02216253189686,-0.2366103031553112,Italy,2016,0,5.967767441860465
5.976,-0.3894418192757173,0.4574314046957832,-0.2035191583820422,-0.6496294528984288,0.3235464803260233,-0.822425764344894,Ecuador,2016,0,5.967767441860465
5.921,0.045247129138082,0.5463650853356581,0.7323627650209126,-0.0234049043440402,1.2931408791728212,-0.8135497725086883,Japan,2016,0,5.967767441860465
5.919,-0.3760667747091389,-0.1562109917193523,0.3851436730458609,-0.3536526762184939,-0.1506656274069088,-0.38750216437081,Kazakhstan,2016,0,5.967767441860465
5.856,-0.8976935128056983,-0.8232135965184129,0.3920420656016564,-0.0483292644855084,-0.0829210405879185,-1.4792491602241231,Russia,2016,0,5.967767441860465
