happiness_score,freedom,govt_trust,economic_status,social_support,life_expectancy,generosity
7.587,1.369376541229348,2.5918397400527766,0.771453656170422,0.8769876057664993,1.40322583275368,0.9172686355514423
7.561,1.1219382167476466,0.11059005020027168,0.5530045585702238,1.0389959466860421,1.4328640894869882,2.1510315007840486
7.527,1.2556886624134311,3.1610152961479754,0.6058922348313243,0.9112586009610177,1.1237794121253453,1.307812276344498
7.522,1.3961266303625048,2.102704496533466,0.9140204356568674,0.8177922504305118,1.1661197788872144,1.3610682273617323
7.427,1.1486883058808035,1.7914366142939044,0.6081916990165898,0.7928678902890436,1.255034549087139,2.346303321180576
7.406,1.2088760064304065,2.5384795316688518,0.5254109883470408,0.7772901652006263,1.183055925591962,0.3580811498704773
7.378,1.0350004270648867,1.6847161975260547,0.6150900915723853,0.6588994545286522,1.1999920722967095,2.50607117423228
7.364,1.3292514075296127,2.751920365204551,0.6219884841281812,0.6869393596878036,1.2762047324680736,1.503084096741025
7.286,1.188813439580539,2.671880052628664,0.4334324209364309,0.7835212552359934,1.263502622439513,2.4971951823960743
7.284,1.2690637069800097,2.0226641839575783,0.6265874124987117,0.7492502600414742,1.3651195026679983,2.1510315007840486
7.278,-0.3225665964428255,-0.44969213783093903,0.38514367304586095,0.48442893353837463,1.2889068424966343,1.2279283498186455
7.226,1.1553758281640927,-0.2006778320392898,-0.24261004953155146,0.5280465637859441,1.060268861982542,0.544476978430799
7.2,1.0885006053312005,0.5196849811436955,0.6334858050545072,0.7118637198292719,1.1872899622681488,1.2190523579824397
7.187,0.13887244110413088,0.7509125508073698,-0.09314487748931059,-0.47827447692583475,0.8655031748779448,-0.4673860908966622
7.119,0.5668738672346415,0.27067067535204636,0.7668547277998916,0.5560864689450961,1.0687369353349156,1.8403717865168459
6.983,0.1923726193704447,0.41296456437584583,-0.18512344489992025,0.5124688386975267,0.3701208837640787,-0.4230061317156332
6.946,1.0350004270648867,2.218318281365303,1.1554641751097183,0.4719667534676405,1.3100770258775687,0.7663767743359441
6.94,1.048375471631465,1.4090217875424427,0.6311863408692422,0.9361829611024859,1.2084601456490833,2.355179313016782
6.937,0.8209997139996313,0.8576329675752197,0.5668013436818153,0.6775927246347534,1.216928219001457,0.2515692478360076
6.901,1.2088760064304065,2.289465225877203,0.8404375817283796,0.1791055218053888,0.8443329914970108,0.6243609049566512
6.867,0.9012499813991021,1.7113963017180172,0.4702238479006749,0.6744771796170695,1.2677366591156998,2.88773882318913
6.81,-0.2155662399101978,-0.15621099171935238,-0.04025720122820964,0.5841263741042475,0.4717377639925642,-1.2040934133017434
6.798,0.5468113003847738,3.2321622406598753,1.0588866793285778,-0.15114225006906457,1.7588849135533786,1.0415325212583237
6.786,0.5401237781014846,-0.31629161687112695,0.005732082477095317,0.40342476307860287,0.7935245513827681,0.4468410682325351
6.75,1.0283129047815973,0.7953793911273073,0.6127906273871202,0.7180948098646389,1.1957580356205226,0.7841287580083552
6.67,-0.13531597251072708,0.0038696334324221566,0.10460904244350072,0.17287443177002243,1.0560348253063552,1.2456803334910571
6.575,0.5936239563677984,0.6886589743594576,0.4978174181238578,0.5965885541749817,1.4243960161346143,-0.6271539439483665
6.574,-0.07512827196112402,-0.3874385613830267,-0.017262559375557162,0.5592020139627792,0.7511841846208992,-0.6981618786380128
6.505,0.018497040004925157,-0.9032539090943003,0.27017046378259857,0.42834912322007107,0.9967583118397385,-0.7691698133276593
6.485,0.9547501596654159,1.0443936969189564,0.0011331541065648211,0.437695758273122,0.8570351015255715,0.3403291661980657
6.477,0.49331112211845995,-0.6898130755586009,-0.32769022438636536,0.5342776538213111,0.34471666370695736,-0.0857184419398128
6.455,0.6404366123508229,-0.8587870687743628,-0.21731594349363373,0.612166279263399,0.5437163874877413,3.39367035785286
6.411,-1.0113813916216152,1.7469697739739671,0.7668547277998916,0.048252631062681274,0.46750372731637724,-0.5028900582414852
6.329,-0.008253049128231753,-0.5741992907267637,0.38744313723112594,0.7648279851298921,1.4667363828964832,-0.10347042561222441
6.302,0.9547501596654159,0.06612320988033453,0.33455546097002553,0.7274414449176898,1.174587852239588,2.878862831352924
6.298,-0.4295669529754527,-0.4230120336389766,0.5277104525323059,0.023328270921213045,1.1237794121253453,0.5356009865945932
6.13,-0.38275429699242813,-0.09395741527144014,-0.6818077089172133,-0.13556452498064728,0.2854401502403413,-0.7691698133276593
6.123,0.7741870580166068,-0.29850488074315196,-0.725497528437253,-0.07636916964465987,0.1457169399261738,0.7219968151549151
6.003,1.3158763629630341,1.59578251688618,-0.987636445557491,0.845832155589664,-0.04904874717842334,0.30482519885324244
5.995,-0.9578812133553013,-0.8410003326463878,0.24717582192994608,0.6277440043518169,0.759652257973273,-0.21885831948289966
5.987,0.23249775307018009,0.4663247727597707,0.48172116882700083,0.5872419191219307,1.6149276665630246,-0.7691698133276593
5.984,-0.8642559013892521,-0.44079876976695154,0.4219351000101049,-0.34430604116544333,1.5048427129821653,-0.06796645826740119
5.975,0.1656225302372878,0.4663247727597707,-0.454160754575954,-0.21656869544041868,0.7681203313256467,-0.6981618786380128
5.96,-0.04169066054467789,1.577995780758205,0.6035927706460592,0.45950457339690637,0.5818227175734234,-0.17447836030187086
5.948,-1.3323824612194977,-0.8854671729663253,0.4357318851216959,0.40342476307860287,1.4582683095441096,0.30482519885324244
5.89,0.7541244911667391,-0.36075845719106436,-0.8749627004794939,-0.2819951408117728,-0.29885691107344964,0.10067738662050889
5.889,-0.891005990522409,-1.0010809577981623,-1.0750160845975705,-0.16671997515748255,0.03563198634531454,0.14505734580153792
5.878,0.5200612112516169,-0.4141186655749891,-0.6933050298435395,0.73678807997074,0.217695563421351,1.3166882681807037
5.855,0.36624819873596465,-0.3874385613830267,0.14140046940774467,0.16664334173465536,0.1457169399261738,-0.6715339031293955
5.848,0.9881877710818621,-0.805426860390438,0.28396724889419006,0.6402061844225511,1.1153113387729716,0.5267249947583874
5.833,-1.6600710531006697,-1.0544411661820874,0.19658760985411064,0.5872419191219307,0.5140781307544331,-1.488125152060329
5.828,0.6270615677842445,0.5730451895276205,-1.0773155487828356,0.22895424208832524,0.5648865708686758,0.7486247906635325
5.824,-0.309191551876247,-0.6097727629827135,-0.37138004390640506,-0.29134177586482335,0.5098440940782462,-0.38750216437081
5.791,0.46656103298530305,-0.769853388134488,0.14829886196354017,0.6557839095109683,0.717311891211404,-0.22773431131910546
5.77,0.4598735107020138,-0.2095712001032773,0.14599939777827517,0.004635000815111873,0.4844398740211248,1.2190523579824397
5.759,-1.3524450280693654,-0.9299340132862627,0.04942190199713477,-0.8490243340301743,0.755418221297086,-1.2395973806465668
5.716,-0.6301926214741296,-0.8765738049023378,0.17589243218672315,0.5218154737505769,0.25156785683084615,-1.701148956129268
5.709,0.28599793133649387,-0.9388273813502501,-0.5783318205802771,0.2569941472474774,0.3277805170022102,0.16280932947394952
5.689,-0.36269173014256084,-0.6008793949187261,0.3368549251552905,-0.5468164673148723,1.3312472092585033,0.9971525620772946
5.605,-1.1718819264205567,0.40407119631185834,-0.28170094068106066,0.029559360956580103,0.03563198634531454,-1.0265735765776274
5.589,-1.4326952954688361,-0.7253865478145507,-0.5990269982476644,-0.7991756137472379,0.09067446313574416,0.793004749844561
5.477,0.6671867014839798,-0.47637224202290146,-0.12303791189775856,-0.26018632568798805,0.4251633605545083,1.6273479824479065
5.474,0.9012499813991021,2.156064704917391,0.7461595501325041,-0.032751539397090475,1.7080764734391358,1.7871158354996108
5.429,-0.08181579424441326,0.20841709890413398,0.2080849307804366,0.4968911136091087,0.6961417078304696,-0.9466896500517753
5.399,0.03187208457150361,-1.143374846821962,-0.5369414652455029,0.05759926611573152,0.12031271986905241,2.8522348558443067
5.36,0.8878749368325236,-0.21846456816726476,-0.987636445557491,-0.4876211119788853,0.5818227175734234,-0.21885831948289966
5.332,-1.5597582188513313,0.2528839392240714,-0.001166310078700682,-0.38169258137764567,0.51831216743062,-0.6271539439483665
5.286,-0.17544110621046244,-0.769853388134488,-1.3509517868293999,0.2569941472474774,0.17535519665948204,0.9438966110600597
5.268,-0.7906931562730707,-0.787640124262463,-0.9370482334816556,-0.5125454721203535,-1.903556811348281,0.6953688396462977
5.194,-2.275323103163278,-0.2095712001032773,-1.072716620412305,-2.0391625307852816,-0.40047379130193506,1.2723083089996747
5.192,-0.36269173014256084,0.12837678632824664,-0.36678111553587456,-0.045213719467824584,0.3658868470878918,-0.7336658459828361
5.192,-1.8606967215993464,0.12837678632824664,-0.201219694196777,-0.5063143820849865,0.48867391069731175,-0.28986625417254613
5.14,0.3729357210192539,-0.8943605410303127,-0.39437468575905754,-0.37857703635996215,0.8782052849065055,-0.9910696092328042
5.129,0.17899757480386624,-0.03170383882352777,-1.360149643570461,-0.4751589319081512,-1.3150257133583034,0.020793460094656876
5.124,-0.7371929780067572,-1.0900146384380371,-0.042556665413475143,-0.5686252824386571,0.6749715244495351,-0.5028900582414852
5.123,-1.7403213205001402,-0.9121472771582877,-0.32309129601583486,-0.18229770024589986,0.5860567542496103,-0.014710507250166352
5.102,0.3595606764526754,-1.0455477981180998,0.2264806442625586,0.21960760703527502,1.1237794121253453,-0.5028900582414852
5.098,-1.0983191813043751,-0.5830926587907511,0.11840582755509221,0.08563917127488362,0.4844398740211248,-0.10347042561222441
5.073,1.0951881276144897,-0.04949057495150273,-0.8197755600331281,-0.10440907480381198,-0.12102737067360055,0.5000970192497699
