cluster,country,year,avg_happiness_score
2,Mali,2021,4.816553571428571
2,Iran,2021,4.816553571428571
2,Uganda,2021,4.816553571428571
2,Liberia,2021,4.816553571428571
2,Kenya,2021,4.816553571428571
2,Tunisia,2021,4.816553571428571
2,Palestine,2021,4.816553571428571
2,Myanmar,2021,4.816553571428571
2,Jordan,2021,4.816553571428571
2,Chad,2021,4.816553571428571
2,Egypt,2021,4.816553571428571
2,Ethiopia,2021,4.816553571428571
2,Mauritania,2021,4.816553571428571
2,Madagascar,2021,4.816553571428571
2,Togo,2021,4.816553571428571
2,Zambia,2021,4.816553571428571
2,Sierra Leone,2021,4.816553571428571
2,India,2021,4.816553571428571
2,Tanzania,2021,4.816553571428571
2,Malawi,2021,4.816553571428571
2,Botswana,2021,4.816553571428571
2,Zimbabwe,2021,4.816553571428571
2,Afghanistan,2021,4.816553571428571
1,Finland,2022,6.95116
1,Denmark,2022,6.95116
1,Iceland,2022,6.95116
1,Switzerland,2022,6.95116
1,Netherlands,2022,6.95116
1,Luxembourg,2022,6.95116
1,Sweden,2022,6.95116
1,Norway,2022,6.95116
1,New Zealand,2022,6.95116
1,Austria,2022,6.95116
1,Australia,2022,6.95116
1,Ireland,2022,6.95116
1,Germany,2022,6.95116
1,Canada,2022,6.95116
1,United States,2022,6.95116
1,United Kingdom,2022,6.95116
1,France,2022,6.95116
1,Bahrain,2022,6.95116
1,United Arab Emirates,2022,6.95116
1,Singapore,2022,6.95116
1,Uruguay,2022,6.95116
1,Malta,2022,6.95116
1,Estonia,2022,6.95116
1,Uzbekistan,2022,6.95116
1,Hong Kong,2022,6.95116
0,Israel,2022,5.7274594594594594
0,Czech Republic,2022,5.7274594594594594
0,Belgium,2022,5.7274594594594594
0,Slovenia,2022,5.7274594594594594
0,Costa Rica,2022,5.7274594594594594
0,Saudi Arabia,2022,5.7274594594594594
0,Taiwan,2022,5.7274594594594594
0,Romania,2022,5.7274594594594594
0,Spain,2022,5.7274594594594594
0,Italy,2022,5.7274594594594594
0,Kosovo,2022,5.7274594594594594
0,Lithuania,2022,5.7274594594594594
0,Slovakia,2022,5.7274594594594594
0,Panama,2022,5.7274594594594594
0,Brazil,2022,5.7274594594594594
0,Guatemala,2022,5.7274594594594594
0,Kazakhstan,2022,5.7274594594594594
0,Cyprus,2022,5.7274594594594594
0,Latvia,2022,5.7274594594594594
0,Serbia,2022,5.7274594594594594
0,Chile,2022,5.7274594594594594
0,Nicaragua,2022,5.7274594594594594
0,Mexico,2022,5.7274594594594594
0,Croatia,2022,5.7274594594594594
0,Poland,2022,5.7274594594594594
0,El Salvador,2022,5.7274594594594594
0,Hungary,2022,5.7274594594594594
0,Mauritius,2022,5.7274594594594594
0,Japan,2022,5.7274594594594594
0,Honduras,2022,5.7274594594594594
0,Portugal,2022,5.7274594594594594
0,Argentina,2022,5.7274594594594594
0,Greece,2022,5.7274594594594594
0,South Korea,2022,5.7274594594594594
0,Philippines,2022,5.7274594594594594
0,Thailand,2022,5.7274594594594594
0,Moldova,2022,5.7274594594594594
0,Jamaica,2022,5.7274594594594594
0,Kyrgyzstan,2022,5.7274594594594594
0,Colombia,2022,5.7274594594594594
0,Bosnia and Herzegovina,2022,5.7274594594594594
0,Mongolia,2022,5.7274594594594594
0,Dominican Republic,2022,5.7274594594594594
0,Malaysia,2022,5.7274594594594594
0,Bolivia,2022,5.7274594594594594
0,China,2022,5.7274594594594594
0,Paraguay,2022,5.7274594594594594
0,Peru,2022,5.7274594594594594
0,Montenegro,2022,5.7274594594594594
0,Ecuador,2022,5.7274594594594594
0,Vietnam,2022,5.7274594594594594
0,Russia,2022,5.7274594594594594
0,Armenia,2022,5.7274594594594594
0,Tajikistan,2022,5.7274594594594594
0,Bulgaria,2022,5.7274594594594594
0,Indonesia,2022,5.7274594594594594
0,Macedonia,2022,5.7274594594594594
0,Albania,2022,5.7274594594594594
0,South Africa,2022,5.7274594594594594
0,Bangladesh,2022,5.7274594594594594
0,Algeria,2022,5.7274594594594594
0,Ukraine,2022,5.7274594594594594
0,Georgia,2022,5.7274594594594594
0,Gabon,2022,5.7274594594594594
0,Iraq,2022,5.7274594594594594
0,Iran,2022,5.7274594594594594
0,Turkey,2022,5.7274594594594594
0,Cambodia,2022,5.7274594594594594
0,Tunisia,2022,5.7274594594594594
0,Palestine,2022,5.7274594594594594
0,Sri Lanka,2022,5.7274594594594594
0,Egypt,2022,5.7274594594594594
0,Jordan,2022,5.7274594594594594
0,Botswana,2022,5.7274594594594594
2,Nepal,2022,4.37646875
2,Ivory Coast,2022,4.37646875
2,Liberia,2022,4.37646875
2,Congo (Brazzaville),2022,4.37646875
2,Morocco,2022,4.37646875
2,Cameroon,2022,4.37646875
2,Senegal,2022,4.37646875
2,Niger,2022,4.37646875
2,Venezuela,2022,4.37646875
2,Guinea,2022,4.37646875
2,Ghana,2022,4.37646875
2,Burkina Faso,2022,4.37646875
2,Benin,2022,4.37646875
2,Uganda,2022,4.37646875
2,Nigeria,2022,4.37646875
2,Kenya,2022,4.37646875
2,Pakistan,2022,4.37646875
2,Mali,2022,4.37646875
2,Myanmar,2022,4.37646875
2,Madagascar,2022,4.37646875
2,Chad,2022,4.37646875
2,Ethiopia,2022,4.37646875
2,Mauritania,2022,4.37646875
2,Togo,2022,4.37646875
2,India,2022,4.37646875
2,Zambia,2022,4.37646875
2,Malawi,2022,4.37646875
2,Tanzania,2022,4.37646875
2,Sierra Leone,2022,4.37646875
2,Zimbabwe,2022,4.37646875
2,Lebanon,2022,4.37646875
2,Afghanistan,2022,4.37646875
1,Finland,2023,6.872769230769231
1,Denmark,2023,6.872769230769231
1,Iceland,2023,6.872769230769231
1,Netherlands,2023,6.872769230769231
1,Sweden,2023,6.872769230769231
1,Norway,2023,6.872769230769231
1,Switzerland,2023,6.872769230769231
1,Luxembourg,2023,6.872769230769231
1,New Zealand,2023,6.872769230769231
1,Austria,2023,6.872769230769231
1,Australia,2023,6.872769230769231
1,Canada,2023,6.872769230769231
1,Ireland,2023,6.872769230769231
1,United States,2023,6.872769230769231
1,Germany,2023,6.872769230769231
1,Belgium,2023,6.872769230769231
1,United Kingdom,2023,6.872769230769231
1,France,2023,6.872769230769231
1,Singapore,2023,6.872769230769231
1,United Arab Emirates,2023,6.872769230769231
1,Uruguay,2023,6.872769230769231
1,Estonia,2023,6.872769230769231
1,Malta,2023,6.872769230769231
1,Bahrain,2023,6.872769230769231
1,Uzbekistan,2023,6.872769230769231
1,Hong Kong,2023,6.872769230769231
0,Israel,2023,5.738944444444445
0,Czech Republic,2023,5.738944444444445
0,Lithuania,2023,5.738944444444445
0,Slovenia,2023,5.738944444444445
0,Costa Rica,2023,5.738944444444445
0,Romania,2023,5.738944444444445
0,Taiwan,2023,5.738944444444445
0,Slovakia,2023,5.738944444444445
0,Saudi Arabia,2023,5.738944444444445
0,Spain,2023,5.738944444444445
0,Italy,2023,5.738944444444445
0,Kosovo,2023,5.738944444444445
0,Chile,2023,5.738944444444445
0,Mexico,2023,5.738944444444445
0,Panama,2023,5.738944444444445
0,Poland,2023,5.738944444444445
0,Nicaragua,2023,5.738944444444445
0,Latvia,2023,5.738944444444445
0,Guatemala,2023,5.738944444444445
0,Kazakhstan,2023,5.738944444444445
0,Serbia,2023,5.738944444444445
0,Cyprus,2023,5.738944444444445
0,Japan,2023,5.738944444444445
0,Croatia,2023,5.738944444444445
0,Brazil,2023,5.738944444444445
0,El Salvador,2023,5.738944444444445
0,Hungary,2023,5.738944444444445
0,Argentina,2023,5.738944444444445
0,Honduras,2023,5.738944444444445
0,Malaysia,2023,5.738944444444445
0,Portugal,2023,5.738944444444445
0,South Korea,2023,5.738944444444445
0,Greece,2023,5.738944444444445
0,Mauritius,2023,5.738944444444445
0,Thailand,2023,5.738944444444445
0,Mongolia,2023,5.738944444444445
0,Kyrgyzstan,2023,5.738944444444445
0,Moldova,2023,5.738944444444445
0,China,2023,5.738944444444445
0,Vietnam,2023,5.738944444444445
0,Paraguay,2023,5.738944444444445
0,Montenegro,2023,5.738944444444445
0,Jamaica,2023,5.738944444444445
0,Bolivia,2023,5.738944444444445
0,Russia,2023,5.738944444444445
0,Bosnia and Herzegovina,2023,5.738944444444445
0,Colombia,2023,5.738944444444445
0,Dominican Republic,2023,5.738944444444445
0,Ecuador,2023,5.738944444444445
0,Peru,2023,5.738944444444445
0,Philippines,2023,5.738944444444445
0,Bulgaria,2023,5.738944444444445
0,Armenia,2023,5.738944444444445
0,Tajikistan,2023,5.738944444444445
0,Algeria,2023,5.738944444444445
0,Albania,2023,5.738944444444445
0,Indonesia,2023,5.738944444444445
0,South Africa,2023,5.738944444444445
0,Macedonia,2023,5.738944444444445
0,Georgia,2023,5.738944444444445
0,Ukraine,2023,5.738944444444445
0,Gabon,2023,5.738944444444445
0,Iraq,2023,5.738944444444445
0,Palestine,2023,5.738944444444445
0,Iran,2023,5.738944444444445
0,Turkey,2023,5.738944444444445
0,Tunisia,2023,5.738944444444445
0,Sri Lanka,2023,5.738944444444445
0,Cambodia,2023,5.738944444444445
0,Egypt,2023,5.738944444444445
0,Jordan,2023,5.738944444444445
0,Botswana,2023,5.738944444444445
2,Nepal,2023,4.28269696969697
2,Congo (Brazzaville),2023,4.28269696969697
2,Venezuela,2023,4.28269696969697
2,Guinea,2023,4.28269696969697
2,Ivory Coast,2023,4.28269696969697
2,Nigeria,2023,4.28269696969697
2,Cameroon,2023,4.28269696969697
2,Morocco,2023,4.28269696969697
2,Senegal,2023,4.28269696969697
2,Mauritania,2023,4.28269696969697
2,Burkina Faso,2023,4.28269696969697
2,Ghana,2023,4.28269696969697
2,Pakistan,2023,4.28269696969697
2,Niger,2023,4.28269696969697
2,Kenya,2023,4.28269696969697
2,Uganda,2023,4.28269696969697
2,Chad,2023,4.28269696969697
2,Benin,2023,4.28269696969697
2,Myanmar,2023,4.28269696969697
2,Bangladesh,2023,4.28269696969697
2,Mali,2023,4.28269696969697
2,Togo,2023,4.28269696969697
2,Ethiopia,2023,4.28269696969697
2,Liberia,2023,4.28269696969697
2,India,2023,4.28269696969697
2,Madagascar,2023,4.28269696969697
2,Zambia,2023,4.28269696969697
2,Tanzania,2023,4.28269696969697
2,Malawi,2023,4.28269696969697
2,Zimbabwe,2023,4.28269696969697
2,Sierra Leone,2023,4.28269696969697
2,Lebanon,2023,4.28269696969697
2,Afghanistan,2023,4.28269696969697
